Frame,left_001_X,left_001_Y,left_001_Z,left_002_X,left_002_Y,left_002_Z,left_003_X,left_003_Y,left_003_Z,volume_001_X,volume_001_Y,volume_001_Z,volume_002_X,volume_002_Y,volume_002_Z,volume_003_X,volume_003_Y,volume_003_Z,webcam_001_X,webcam_001_Y,webcam_001_Z,webcam_002_X,webcam_002_Y,webcam_002_Z,webcam_003_X,webcam_003_Y,webcam_003_Z,zed_volume_001_X,zed_volume_001_Y,zed_volume_001_Z,zed_volume_002_X,zed_volume_002_Y,zed_volume_002_Z,zed_volume_003_X,zed_volume_003_Y,zed_volume_003_Z
21,3540.25415,1053.288208,-254.558121,3561.19751,1033.022583,-199.564941,3468.221191,1057.092041,-131.325287,3587.502441,1052.692383,-69.910713,3520.394531,1041.643677,-151.619598,3537.090088,1038.307129,-288.751282,3813.100098,1665.966431,230.262314,3899.105469,1640.237793,147.921021,3895.454102,1557.117432,178.612717,3701.125977,1341.347656,198.560425,3659.849121,1323.079224,121.079155,3804.717529,1339.619629,132.780197
22,3540.246826,1053.320923,-254.562057,3561.192383,1033.029907,-199.55127,3468.25708,1057.061035,-131.327377,3587.554443,1052.741333,-69.966263,3520.530762,1041.429688,-151.238068,3537.082764,1038.323486,-288.764343,3813.098145,1665.966187,230.282745,3899.060547,1640.229492,147.987671,3895.468506,1557.124023,178.606995,3701.13208,1341.352661,198.564896,3659.864746,1323.090454,121.077995,3804.738525,1339.626099,132.768539
23,3540.265381,1053.362427,-254.577911,3561.212158,1033.014038,-199.573685,3468.280762,1057.045654,-131.285812,3587.484375,1052.679321,-69.903976,3520.62085,1041.364746,-151.047348,3537.077148,1038.317017,-288.75177,3813.109131,1665.967529,230.302216,3899.106445,1640.253662,147.977188,3895.418213,1557.148315,178.690521,3701.128174,1341.364868,198.580658,3659.863525,1323.102417,121.12458,3804.743896,1339.652222,132.78952
24,3540.259766,1053.37793,-254.616852,3561.215088,1033.035767,-199.581009,3468.29541,1057.019043,-131.290649,3587.478271,1052.692505,-69.900116,3520.625732,1041.385376,-151.041473,3537.071045,1038.340332,-288.714569,3813.097412,1665.974854,230.32312,3899.050537,1640.237915,148.016739,3895.352539,1557.128906,178.748947,3701.137207,1341.384399,198.583344,3659.880127,1323.117554,121.148285,3804.72876,1339.651978,132.787811
25,3540.262939,1053.428589,-254.645355,3561.207275,1033.03125,-199.599075,3468.32666,1057.026123,-131.304321,3587.466553,1052.721802,-69.89389,3520.61084,1041.405518,-151.045258,3537.063477,1038.351196,-288.751587,3813.093994,1665.966187,230.316284,3899.048828,1640.243774,148.035873,3895.38501,1557.188843,178.73407,3701.10376,1341.447632,198.553848,3659.891602,1323.117798,121.177017,3804.715332,1339.686035,132.798462
26,3540.2854,1053.487915,-254.677567,3561.22998,1033.020874,-199.610641,3468.360107,1056.994995,-131.320145,3587.418701,1052.721436,-69.875931,3520.609131,1041.407471,-151.034454,3537.050781,1038.387817,-288.740417,3813.064453,1665.985718,230.357285,3899.040283,1640.249268,148.046844,3895.397705,1557.219971,178.725662,3701.10498,1341.464111,198.48671,3659.878662,1323.148804,121.191368,3804.715576,1339.69751,132.81105
27,3540.286133,1053.516724,-254.660934,3561.227783,1033.019409,-199.63443,3468.391602,1056.993408,-131.328857,3587.425293,1052.730957,-69.865067,3520.61377,1041.429932,-151.018906,3537.060791,1038.417358,-288.725189,3813.09082,1665.988647,230.365173,3899.020752,1640.245117,148.062378,3895.324219,1557.223145,178.785141,3701.087158,1341.406616,198.60759,3659.899902,1323.175049,121.18042,3804.722168,1339.711792,132.82814
28,3540.298828,1053.562134,-254.681702,3561.237305,1033.010132,-199.658188,3468.407959,1057.024048,-131.329391,3587.419678,1052.730835,-69.88414,3520.621338,1041.461304,-151.007858,3537.071045,1038.42041,-288.739136,3813.065918,1665.995972,230.375366,3899.021729,1640.249756,148.070221,3895.306152,1557.245605,178.804718,3701.041992,1341.449585,198.634644,3659.919922,1323.19043,121.21212,3804.723633,1339.725708,132.830582
29,3540.325439,1053.608032,-254.730011,3561.257324,1033.035156,-199.684555,3468.399658,1057.022827,-131.385773,3587.443115,1052.710327,-69.915367,3520.641846,1041.460083,-150.982452,3537.069824,1038.445679,-288.738373,3813.082275,1665.994873,230.390427,3899.019531,1640.253784,148.078537,3895.234619,1557.19519,178.752213,3701.033936,1341.460938,198.640808,3659.933594,1323.212891,121.246925,3804.725098,1339.725464,132.826187
30,3540.369629,1053.64917,-254.769836,3561.254883,1033.006592,-199.732605,3468.438965,1057.021118,-131.393112,3587.4729,1052.729248,-69.91581,3520.655029,1041.457275,-150.988052,3537.064697,1038.443359,-288.722137,3813.079346,1665.994385,230.412186,3899.002197,1640.252319,148.088043,3895.306641,1557.252686,178.849594,3701.087158,1341.464111,198.619232,3659.92749,1323.213501,121.252754,3804.739502,1339.741455,132.821564
31,3540.402588,1053.660034,-254.815308,3561.258545,1033.012695,-199.771927,3468.448242,1057.008911,-131.423019,3587.467773,1052.713623,-69.910408,3520.850586,1041.31897,-150.858261,3537.07373,1038.459595,-288.743866,3813.076416,1666.029175,230.411758,3898.999023,1640.250732,148.079102,3895.326904,1557.285889,178.833298,3701.099121,1341.464722,198.665909,3659.95459,1323.233154,121.236168,3804.737793,1339.749512,132.824921
32,3540.408447,1053.657227,-254.842255,3561.278564,1033.021606,-199.779404,3468.45459,1056.980835,-131.456253,3587.482422,1052.722534,-69.917313,3520.772461,1041.470947,-150.91954,3537.089844,1038.470947,-288.758881,3813.057617,1666.026367,230.375305,3899.01416,1640.263428,148.081039,3895.30957,1557.312256,178.807312,3701.049072,1341.485352,198.633804,3659.954346,1323.248413,121.237419,3804.746826,1339.745239,132.815659
33,3540.27832,1053.65625,-254.742676,3561.295898,1033.036011,-199.847046,3468.450684,1056.955688,-131.478958,3587.493164,1052.709595,-69.942162,3520.670654,1041.486816,-151.002869,3537.087402,1038.460693,-288.744904,3813.05542,1665.990845,230.361481,3899.005371,1640.259277,148.071503,3895.322266,1557.302368,178.797394,3701.047852,1341.47168,198.622543,3659.969482,1323.234863,121.22876,3804.764404,1339.740601,132.804169
34,3540.292236,1053.601074,-254.815308,3561.305664,1033.049683,-199.868027,3468.424316,1056.914673,-131.536072,3587.511719,1052.693848,-69.957687,3520.647705,1041.482544,-150.996674,3537.08252,1038.449463,-288.767883,3813.05957,1665.996826,230.370193,3899.016846,1640.260986,148.064911,3895.320557,1557.291138,178.801041,3701.055176,1341.466797,198.618286,3659.960205,1323.231201,121.220436,3804.776855,1339.754761,132.794174
35,3540.294189,1053.583618,-254.834686,3561.304688,1033.033813,-199.885773,3468.417236,1056.920776,-131.616547,3587.531494,1052.695923,-69.986252,3520.658936,1041.456665,-151.020859,3537.101562,1038.438354,-288.764374,3813.068848,1665.99353,230.364227,3899.016846,1640.252441,148.053375,3895.342285,1557.279907,178.74147,3701.05127,1341.458374,198.63295,3659.95166,1323.223267,121.226433,3804.772461,1339.743286,132.803284
36,3540.278564,1053.576904,-254.861053,3561.308838,1033.03894,-199.91806,3468.375977,1056.922241,-131.705353,3587.577148,1052.694458,-70.025665,3520.687256,1041.456421,-151.017136,3537.111816,1038.412231,-288.779602,3813.070557,1665.989014,230.352539,3899.032227,1640.253174,148.045807,3895.34668,1557.259033,178.742218,3701.039307,1341.446777,198.616699,3659.963867,1323.205078,121.178925,3804.771729,1339.71582,132.802002
37,3540.256836,1053.54187,-254.887604,3561.283691,1033.022217,-199.945831,3468.34375,1056.905151,-131.78244,3587.602783,1052.700806,-70.053185,3520.674561,1041.449097,-151.021835,3537.133301,1038.377563,-288.764404,3813.061523,1665.97937,230.308273,3899.036133,1640.253052,148.031555,3895.357178,1557.238525,178.71965,3701.055176,1341.439697,198.612381,3659.938721,1323.199463,121.172134,3804.778809,1339.69873,132.789291
38,3540.277588,1053.498169,-254.901077,3561.283203,1033.017456,-199.984985,3468.290771,1056.86731,-131.846634,3587.620361,1052.707275,-70.039024,3520.664795,1041.42627,-151.048111,3537.124512,1038.34668,-288.77597,3813.073486,1665.988159,230.307098,3899.025391,1640.249756,148.021194,3895.431152,1557.229126,178.650833,3701.05249,1341.42688,198.614197,3659.92334,1323.168335,121.150887,3804.779541,1339.682739,132.778793
39,3540.262939,1053.481812,-254.960419,3561.277832,1032.998535,-200.013626,3468.282471,1056.849731,-131.893539,3587.630127,1052.693726,-70.00502,3520.668945,1041.407959,-151.05986,3537.110107,1038.334473,-288.777893,3813.074707,1665.972168,230.295242,3899.050293,1640.254517,148.012085,3895.431641,1557.223145,178.664185,3701.14502,1341.412842,198.59169,3659.906738,1323.151123,121.122429,3804.763428,1339.670288,132.782776
