Frame,left_001_X,left_001_Y,left_001_Z,left_002_X,left_002_Y,left_002_Z,left_003_X,left_003_Y,left_003_Z,volume_001_X,volume_001_Y,volume_001_Z,volume_002_X,volume_002_Y,volume_002_Z,volume_003_X,volume_003_Y,volume_003_Z,webcam_001_X,webcam_001_Y,webcam_001_Z,webcam_002_X,webcam_002_Y,webcam_002_Z,webcam_003_X,webcam_003_Y,webcam_003_Z,zed_volume_001_X,zed_volume_001_Y,zed_volume_001_Z,zed_volume_002_X,zed_volume_002_Y,zed_volume_002_Z,zed_volume_003_X,zed_volume_003_Y,zed_volume_003_Z
44,3501.825684,1065.63855,-124.817848,3571.177246,1035.952515,-188.445526,3547.998047,1055.173828,-232.209045,3537.045654,1038.449219,-287.701111,3520.525391,1042.635498,-151.640274,3586.416016,1052.46167,-68.352425,3813.939941,1666.582886,230.450806,3899.939697,1640.745361,148.244751,3896.042725,1557.80188,178.92836,3701.641357,1342.252319,198.433578,3660.32666,1324.068848,120.898293,3804.987061,1340.116211,133.410141
45,3501.807129,1065.573242,-124.827209,3571.166504,1035.942139,-188.453125,3547.980469,1055.150513,-232.204895,3536.964111,1038.394653,-287.782135,3520.561279,1042.679443,-151.609802,3586.395264,1052.460327,-68.313423,3813.929443,1666.592163,230.446579,3899.935303,1640.743164,148.232147,3896.060791,1557.812256,178.929855,3701.672119,1342.279053,198.491486,3660.329346,1324.060547,120.900543,3804.928467,1340.206665,133.478973
46,3501.79541,1065.551514,-124.855919,3571.141357,1035.880005,-188.491364,3547.991943,1055.165161,-232.24556,3537.036621,1038.452881,-287.687897,3520.604736,1042.681519,-151.582779,3586.537598,1052.392334,-68.561592,3813.880371,1666.616577,230.446869,3899.929443,1640.740479,148.239532,3896.045898,1557.816162,178.925308,3701.675293,1342.274536,198.496445,3660.325439,1324.08313,120.898033,3804.929688,1340.212158,133.463257
47,3501.768799,1065.470337,-124.89579,3571.121094,1035.851318,-188.537415,3548.023926,1055.151001,-232.276947,3537.035645,1038.438232,-287.690735,3520.590332,1042.679688,-151.591843,3586.408203,1052.448853,-68.345116,3813.866211,1666.616821,230.457855,3899.937744,1640.734375,148.249069,3896.040039,1557.817261,178.922867,3701.671387,1342.280884,198.488007,3660.33252,1324.079956,120.899612,3804.97998,1340.134766,133.391312
48,3501.750488,1065.43335,-124.928017,3571.121094,1035.842773,-188.550049,3547.996338,1055.134888,-232.307907,3536.947754,1038.391968,-287.774445,3520.580322,1042.700073,-151.588333,3586.590332,1052.393799,-68.55896,3813.883057,1666.621826,230.469498,3899.94043,1640.742188,148.2341,3896.046387,1557.808594,178.91362,3701.60791,1342.179565,198.421432,3660.340088,1324.089233,120.900612,3805.000977,1340.141968,133.389923
49,3501.726318,1065.374756,-124.952271,3571.028076,1035.600952,-188.409485,3547.978271,1055.105225,-232.324783,3537.0354,1038.434937,-287.685822,3520.577393,1042.671631,-151.578461,3586.596436,1052.406372,-68.582764,3813.887939,1666.614502,230.443893,3899.941406,1640.742554,148.222076,3896.053711,1557.814697,178.919678,3701.574219,1342.272339,198.36412,3660.342285,1324.06897,120.8937,3804.971436,1340.225464,133.458786
50,3501.759521,1065.384644,-124.921631,3571.047852,1035.5354,-188.402496,3547.964111,1055.086792,-232.354782,3537.018799,1038.416504,-287.691498,3520.571777,1042.649414,-151.593521,3586.433594,1052.437866,-68.33506,3813.873291,1666.607178,230.440628,3899.941895,1640.734375,148.231339,3896.068359,1557.807861,178.908051,3701.596436,1342.164185,198.358002,3660.355713,1324.084717,120.878059,3804.995605,1340.220581,133.446289
51,3501.741211,1065.334473,-124.924965,3571.039062,1035.513794,-188.432022,3547.965088,1055.063477,-232.376434,3537.001221,1038.413696,-287.693573,3520.543701,1042.603149,-151.594391,3586.470947,1052.456177,-68.361641,3813.941406,1666.576782,230.434982,3899.949463,1640.745728,148.224518,3896.088867,1557.807861,178.890457,3701.584717,1342.134033,198.323685,3660.362793,1324.072998,120.888695,3805.062744,1340.141357,133.367188
52,3501.743164,1065.317261,-124.926514,3571.015869,1035.501587,-188.454727,3547.956787,1055.04541,-232.408524,3537.013184,1038.416504,-287.691101,3520.516113,1042.566772,-151.622025,3586.472168,1052.430054,-68.348099,3813.953125,1666.582153,230.416199,3899.971924,1640.745972,148.218597,3896.099609,1557.809326,178.883667,3701.530273,1342.155884,198.256516,3660.371582,1324.037354,120.869972,3805.031738,1340.220581,133.418243
53,3501.737549,1065.297485,-124.917519,3571.042236,1035.747314,-188.671494,3547.944336,1055.000488,-232.415466,3537.006592,1038.405273,-287.698212,3520.4729,1042.550659,-151.643158,3586.498047,1052.422729,-68.357468,3813.949463,1666.572632,230.423218,3899.980713,1640.755249,148.206696,3896.120361,1557.796143,178.867722,3701.563477,1342.111938,198.249588,3660.361328,1324.02478,120.8647,3805.104004,1340.142334,133.349976
54,3501.710449,1065.279663,-124.918251,3570.927979,1035.52356,-188.531052,3547.919922,1054.976807,-232.408203,3537.012939,1038.392944,-287.710388,3521.124268,1042.356934,-151.269135,3586.686523,1052.369507,-68.605042,3813.967285,1666.57251,230.415588,3899.996582,1640.762207,148.202713,3896.133301,1557.790039,178.854187,3701.572021,1342.109985,198.25528,3660.370361,1324.025757,120.865349,3805.12915,1340.125977,133.334671
