Frame,pitch_001_X,pitch_001_Y,pitch_001_Z,pitch_002_X,pitch_002_Y,pitch_002_Z,pitch_003_X,pitch_003_Y,pitch_003_Z,right_001_X,right_001_Y,right_001_Z,right_002_X,right_002_Y,right_002_Z,right_003_X,right_003_Y,right_003_Z,right_004_X,right_004_Y,right_004_Z,right_005_X,right_005_Y,right_005_Z,right_006_X,right_006_Y,right_006_Z,webcam_001_X,webcam_001_Y,webcam_001_Z,webcam_002_X,webcam_002_Y,webcam_002_Z,webcam_003_X,webcam_003_Y,webcam_003_Z,zed_pitch_001_X,zed_pitch_001_Y,zed_pitch_001_Z,zed_pitch_002_X,zed_pitch_002_Y,zed_pitch_002_Z,zed_pitch_003_X,zed_pitch_003_Y,zed_pitch_003_Z,zed_pitch_004_X,zed_pitch_004_Y,zed_pitch_004_Z
13300,3573.042725,1497.75769,355.275909,3573.603271,1305.077759,340.278595,3566.293701,1077.923462,372.184448,3325.886963,1405.018799,208.046127,3281.425781,1412.432495,304.07959,3313.35376,1450.312744,284.279297,3311.705566,1448.469971,233.00087,3260.475342,1422.513428,262.064301,3284.391113,1455.398438,272.563599,3871.62207,1661.959229,21.514009,3789.321045,1644.647949,-66.384644,3817.997803,1560.949219,-68.727219,3834.814453,1329.325073,137.550888,3758.610352,1324.319214,182.522568,3765.962891,1331.552368,36.309174,3811.541016,1310.266968,-11.419343
13301,3573.042725,1497.750488,355.256775,3573.623291,1305.066528,340.252411,3566.275635,1077.926758,372.197327,3325.93457,1405.054565,208.058182,3281.530518,1412.409424,304.183411,3313.457031,1450.348267,284.453552,3311.711426,1448.61792,233.07135,3260.566162,1422.536621,262.227478,3284.469727,1455.393921,272.681854,3871.622803,1661.93103,21.51712,3789.338379,1644.619141,-66.39827,3818.020996,1560.923218,-68.741692,3834.823975,1329.321899,137.538895,3758.609131,1324.302734,182.523743,3766.00293,1331.528442,36.293694,3811.581543,1310.262329,-11.487018
13302,3573.048584,1497.749146,355.255188,3573.628906,1305.030884,340.236023,3566.264893,1077.921631,372.195404,3326.004639,1405.074829,208.111588,3281.832031,1412.238892,304.160034,3313.476807,1450.395142,284.681976,3311.778564,1448.761719,233.301315,3260.788818,1422.496948,262.349335,3284.565674,1455.40918,272.852936,3871.753906,1661.785156,21.469416,3789.344727,1644.592773,-66.387993,3818.037598,1560.88623,-68.761848,3834.838623,1329.320435,137.528992,3758.60083,1324.292236,182.529068,3766.019531,1331.505981,36.267227,3811.602295,1310.247437,-11.547096
13303,3573.102783,1497.684448,355.190918,3573.642822,1305.006104,340.229828,3566.244873,1077.911377,372.209961,3326.044434,1405.084229,208.169556,3281.970215,1412.169312,304.244629,3313.521729,1450.526123,284.867157,3311.901367,1448.85144,233.481201,3260.898438,1422.492554,262.514343,3284.646973,1455.401611,272.97403,3871.723633,1661.710938,21.503267,3789.322754,1644.572754,-66.389572,3818.045898,1560.85376,-68.779091,3834.84082,1329.310669,137.523163,3758.602295,1324.286133,182.53949,3766.032471,1331.486084,36.247002,3811.601807,1310.229248,-11.550298
13304,3573.109375,1497.649536,355.166412,3573.654297,1304.992432,340.256226,3566.229248,1077.893188,372.210449,3326.086914,1405.109741,208.208832,3282.099854,1412.090088,304.341156,3313.71875,1450.586914,284.995483,3311.888672,1449.034302,233.483002,3261.093262,1422.538574,262.640717,3284.707031,1455.398438,273.062317,3871.711426,1661.678589,21.522865,3789.333008,1644.553833,-66.393387,3818.041992,1560.821533,-68.794022,3834.846436,1329.304077,137.522903,3758.595947,1324.27478,182.544586,3766.047607,1331.465942,36.220352,3811.627686,1310.221558,-11.6457
13305,3573.147949,1497.626587,355.197998,3573.636475,1304.970093,340.231689,3566.021484,1077.680786,372.155701,3326.114746,1405.127075,208.256454,3282.438965,1412.18811,304.550842,3313.781494,1450.671631,285.139099,3311.982666,1449.293579,233.560211,3261.196533,1422.554199,262.804016,3284.759766,1455.421021,273.268372,3871.699951,1661.664429,21.514769,3789.323486,1644.526733,-66.400276,3818.059326,1560.796265,-68.784348,3834.844482,1329.277466,137.523163,3758.522461,1324.286011,182.726151,3766.054688,1331.461304,36.185184,3811.619385,1310.229858,-11.619277
13306,3573.114502,1497.637451,355.168488,3573.644043,1304.962891,340.242249,3565.982666,1077.6521,372.141876,3326.135254,1405.148682,208.302963,3282.679688,1412.200806,304.65863,3313.875244,1450.687988,285.512573,3312.145752,1449.472046,233.804855,3261.357666,1422.546631,263.08725,3284.8396,1455.422119,273.420715,3871.71582,1661.664673,21.523603,3789.322266,1644.513794,-66.39566,3818.033203,1560.785645,-68.803978,3834.823975,1329.272217,137.534348,3758.464111,1324.176392,182.572052,3766.0354,1331.4552,36.168941,3811.61084,1310.226929,-11.672764
13307,3573.104248,1497.625366,355.165039,3573.646973,1304.973999,340.245667,3565.980225,1077.634155,372.14856,3326.252441,1405.240112,208.535645,3282.866943,1412.159912,304.815399,3313.938477,1450.771973,285.682129,3312.126221,1449.507935,234.039978,3261.439209,1422.582764,263.312866,3284.883301,1455.459351,273.661194,3871.709473,1661.664307,21.522905,3789.3125,1644.514038,-66.376549,3818.01123,1560.765137,-68.766739,3834.80249,1329.259399,137.545471,3758.510742,1324.257324,182.72821,3766.003418,1331.457764,36.16198,3811.614258,1310.231079,-11.639251
13308,3572.997314,1497.541626,355.297028,3573.643555,1304.979126,340.275391,3565.99585,1077.636597,372.162079,3326.258545,1405.269165,208.622055,3283.147705,1412.088257,304.950073,3313.983887,1450.843506,285.836639,3312.168457,1449.667114,234.246933,3261.538574,1422.587769,263.480865,3284.947754,1455.498901,273.935913,3871.703369,1661.664917,21.511734,3789.310059,1644.518311,-66.373352,3818.008057,1560.772827,-68.752655,3834.78833,1329.244751,137.545944,3758.503906,1324.263794,182.754623,3765.990967,1331.463501,36.174282,3811.594238,1310.236694,-11.645508
13309,3572.917969,1497.556152,355.392273,3573.617188,1304.977295,340.28299,3566.00293,1077.65271,372.156403,3326.253174,1405.283691,208.654724,3283.456055,1411.969727,305.191864,3314.124756,1450.965942,285.968506,3312.228271,1449.805664,234.379593,3261.631348,1422.68689,263.757996,3285.029053,1455.532715,274.159027,3871.557861,1661.749146,21.576715,3789.310303,1644.532715,-66.377617,3817.98999,1560.79126,-68.7658,3834.74585,1329.238892,137.549942,3758.426025,1324.192871,182.764481,3765.96582,1331.471436,36.207714,3811.569336,1310.232422,-11.580276
13310,3572.931152,1497.541748,355.35907,3573.604004,1304.99231,340.303284,3566.000732,1077.638062,372.162506,3326.264648,1405.325562,208.715454,3283.529785,1411.923828,305.477631,3314.322266,1450.892456,285.850952,3312.291504,1449.949707,234.55069,3261.723145,1422.789185,264.127411,3285.113525,1455.575073,274.434937,3871.551514,1661.824219,21.56851,3789.29126,1644.56311,-66.370308,3817.954102,1560.809814,-68.749763,3834.712402,1329.230469,137.558746,3758.53125,1324.230713,182.591476,3765.928223,1331.487915,36.247002,3811.539062,1310.236816,-11.516384
13311,3572.948975,1497.552124,355.338715,3573.573242,1305.020996,340.330292,3566.197021,1077.814697,372.214844,3326.261963,1405.351807,208.778946,3283.667969,1411.854614,305.59848,3314.431152,1450.896118,285.86673,3312.37085,1450.147095,234.733322,3261.810303,1422.848389,264.339508,3285.194824,1455.601318,274.762909,3871.56665,1661.892212,21.527832,3789.284668,1644.583618,-66.378853,3817.931641,1560.859253,-68.734634,3834.692871,1329.225464,137.597992,3758.525391,1324.265381,182.754868,3765.891113,1331.518311,36.27951,3811.530273,1310.269775,-11.461382
13312,3572.907227,1497.605835,355.390747,3573.547607,1305.051636,340.348694,3566.26123,1077.883667,372.230316,3326.283203,1405.380859,208.861588,3283.858154,1411.83606,305.72049,3314.531982,1450.967041,286.024353,3312.452881,1450.320312,234.940903,3261.922363,1422.939087,264.563263,3285.294189,1455.637451,274.997162,3871.573486,1661.939697,21.508528,3789.293457,1644.591797,-66.374977,3817.930908,1560.894897,-68.718628,3834.666992,1329.22998,137.615753,3758.55249,1324.266113,182.597122,3765.858398,1331.537354,36.307316,3811.488281,1310.273926,-11.370172
13313,3572.900391,1497.640869,355.401337,3573.532715,1305.072876,340.368073,3566.265625,1077.888306,372.207794,3326.311279,1405.420166,208.96698,3284.072754,1411.842529,305.839417,3314.631104,1451.050415,286.171356,3312.683838,1450.556396,235.243927,3262.108398,1423.005981,264.791321,3285.650146,1455.633301,275.440063,3871.567871,1661.97229,21.500593,3789.279785,1644.622559,-66.362541,3817.922363,1560.933472,-68.703629,3834.628418,1329.205811,137.671463,3758.520752,1324.287354,182.745514,3765.83667,1331.560791,36.333797,3811.475342,1310.266113,-11.303624
13314,3572.907715,1497.658325,355.414825,3573.501953,1305.091553,340.391449,3566.265625,1077.896729,372.221558,3326.35498,1405.44458,209.096008,3284.290283,1411.859497,305.996735,3314.756348,1451.113403,286.333038,3312.784668,1451.003296,235.54361,3262.222168,1423.071655,265.009949,3285.996826,1455.773682,275.304657,3871.578857,1662.005371,21.499014,3789.269043,1644.648315,-66.36763,3817.904297,1560.984253,-68.702522,3834.578613,1329.192383,137.699478,3758.55835,1324.269409,182.579285,3765.81958,1331.573608,36.355522,3811.444092,1310.290405,-11.227723
13315,3572.900146,1497.676392,355.427399,3573.489746,1305.110229,340.431396,3566.274902,1077.902588,372.230988,3326.456299,1405.52771,209.204956,3284.556641,1411.867432,306.074707,3314.897461,1451.159058,286.511108,3312.663086,1451.454468,235.568253,3262.390381,1423.118408,265.209717,3286.008545,1455.980957,275.794373,3871.562256,1662.041138,21.492125,3789.279541,1644.67627,-66.376526,3817.881104,1561.019775,-68.687729,3834.54248,1329.208008,137.708603,3758.607178,1324.267456,182.56488,3765.794922,1331.593872,36.372032,3811.431641,1310.304932,-11.203199
13316,3572.90625,1497.681519,355.418884,3573.491699,1305.133789,340.444427,3566.291992,1077.906006,372.213013,3326.552002,1405.559814,209.322693,3284.806641,1411.84021,306.223053,3315.078369,1451.197754,286.714569,3312.675049,1451.669189,235.618057,3262.541016,1423.174316,265.463806,3286.29541,1456.006226,275.955505,3871.553223,1662.038696,21.483932,3789.290527,1644.708252,-66.371315,3817.870117,1561.047607,-68.686325,3834.549805,1329.21521,137.695099,3758.625977,1324.274658,182.545212,3765.773926,1331.601685,36.382103,3811.41333,1310.306763,-11.183886
13317,3572.904297,1497.683105,355.42038,3573.499268,1305.215576,340.447784,3566.29126,1077.924194,372.201202,3326.562988,1405.633545,209.449585,3285.056396,1411.813721,306.399658,3315.140381,1451.49585,287.4216,3312.86084,1451.750732,235.826263,3262.815186,1423.244629,265.767517,3286.47168,1456.050537,276.266968,3871.558838,1662.077271,21.47513,3789.298584,1644.71936,-66.381264,3817.887207,1561.071655,-68.679298,3834.567139,1329.227051,137.671524,3758.645508,1324.299316,182.532211,3765.760986,1331.612915,36.395279,3811.432129,1310.315552,-11.144087
13318,3572.907227,1497.684448,355.427429,3573.468994,1305.189209,340.434021,3566.30957,1077.929688,372.198425,3326.644775,1405.723755,209.649887,3285.650146,1411.936035,306.705597,3315.478271,1451.690918,287.990112,3313.139893,1452.005981,236.128296,3263.075195,1423.257324,266.114777,3286.762939,1456.224365,277.001709,3871.575195,1662.104004,21.476309,3789.282471,1644.727051,-66.371986,3817.88208,1561.08252,-68.680611,3834.591797,1329.245239,137.659027,3758.637207,1324.298828,182.529678,3765.777344,1331.612549,36.401611,3811.413818,1310.317993,-11.140838
13319,3572.918213,1497.691406,355.421234,3573.498535,1305.182373,340.369507,3566.322998,1077.928711,372.190735,3326.675049,1405.761597,209.762146,3286.037354,1412.026978,306.936523,3315.85791,1451.815552,288.289429,3313.301758,1452.189453,236.350357,3263.269531,1423.297974,266.337891,3286.960449,1456.245605,277.30304,3871.57666,1662.109863,21.478231,3789.288574,1644.721436,-66.385338,3817.901367,1561.079956,-68.679413,3834.616211,1329.252563,137.644333,3758.652832,1324.30835,182.522705,3765.79834,1331.61084,36.397667,3811.441895,1310.307739,-11.215487
13320,3572.928223,1497.693359,355.418182,3573.521973,1305.161011,340.371979,3566.293457,1077.942871,372.19635,3326.761475,1405.786133,209.858063,3286.38208,1411.984497,307.223419,3316.174316,1451.861816,288.669983,3313.256104,1452.220581,236.760666,3263.458496,1423.332642,266.603973,3287.135986,1456.2677,277.571716,3871.592041,1662.094971,21.48457,3789.299805,1644.722412,-66.370651,3817.911865,1561.071167,-68.679024,3834.650635,1329.293701,137.59993,3758.639648,1324.30188,182.516037,3765.821777,1331.607422,36.38974,3811.451172,1310.309326,-11.198036
13321,3572.930176,1497.692505,355.425964,3573.530273,1305.140869,340.374359,3566.301758,1077.942505,372.19455,3326.771484,1405.775879,210.004211,3286.592285,1411.959717,307.420593,3316.420654,1451.916138,288.983887,3313.354248,1452.366821,236.974304,3263.772461,1423.348877,266.968475,3287.271729,1456.286743,277.693665,3871.59082,1662.082642,21.481218,3789.317627,1644.714478,-66.377426,3817.943115,1561.050415,-68.69001,3834.703369,1329.307129,137.56134,3758.649414,1324.323364,182.521683,3765.86084,1331.600098,36.364456,3811.474121,1310.296265,-11.270486
13322,3572.941162,1497.688965,355.407898,3573.556885,1305.130737,340.324585,3566.299072,1077.939697,372.177185,3326.940186,1405.70459,210.233139,3286.782227,1411.936768,307.566437,3316.763184,1451.975098,289.274292,3313.465088,1452.515991,237.535889,3263.977295,1423.329468,267.168396,3287.401611,1456.316895,277.864258,3871.618408,1662.033691,21.498268,3789.322754,1644.703125,-66.379074,3817.948486,1561.03479,-68.70871,3834.752441,1329.318237,137.547714,3758.64209,1324.329834,182.513397,3765.879883,1331.581909,36.355999,3811.483398,1310.268555,-11.283263
13323,3572.942139,1497.682617,355.399017,3573.570312,1305.102051,340.317719,3566.275879,1077.937988,372.198517,3327.021484,1405.727661,210.34166,3286.955566,1411.941895,307.701508,3317.005615,1451.98291,289.671143,3313.491455,1452.629028,237.751038,3264.128662,1423.344238,267.331482,3287.759277,1456.332642,277.343292,3871.611816,1662.001831,21.503422,3789.320312,1644.680298,-66.387016,3817.993652,1561.013428,-68.718361,3834.779053,1329.33606,137.532669,3758.625732,1324.322876,182.515778,3765.924072,1331.573486,36.34634,3811.524658,1310.262573,-11.413298
13324,3573.003418,1497.734253,355.292725,3573.613037,1305.077393,340.279083,3566.285156,1077.921753,372.18512,3327.225586,1405.861816,210.402145,3287.147705,1411.970703,307.879944,3317.157471,1452.038574,289.889862,3313.58252,1452.778076,237.906738,3264.268555,1423.335327,267.501831,3287.976807,1456.36499,277.184845,3871.61084,1661.958374,21.50741,3789.334717,1644.665771,-66.388649,3817.984131,1560.994141,-68.737,3834.817627,1329.334961,137.521057,3758.640381,1324.31958,182.513016,3765.972412,1331.548096,36.325127,3811.557617,1310.253784,-11.457147
13325,3573.040283,1497.753052,355.268433,3573.62085,1305.046753,340.268799,3566.258789,1077.924072,372.196716,3327.349365,1405.879761,210.473373,3287.294434,1411.963013,307.998627,3317.286377,1452.098022,290.094025,3313.653809,1452.891113,238.011154,3264.499023,1423.37915,267.500092,3288.283936,1456.280396,277.152191,3871.614014,1661.923462,21.51025,3789.347656,1644.652222,-66.405838,3818.024902,1560.94165,-68.75016,3834.837158,1329.325317,137.510208,3758.619141,1324.319214,182.516861,3765.985596,1331.527954,36.294754,3811.586914,1310.248901,-11.474069
13326,3573.036377,1497.744751,355.261932,3573.618896,1305.02063,340.252258,3566.247559,1077.933105,372.199249,3327.43457,1405.886353,210.545303,3287.434814,1411.932007,308.137299,3317.544189,1452.157104,289.91449,3313.781006,1453.196167,238.027603,3264.618652,1423.338257,267.826294,3288.438965,1456.295044,277.174713,3871.767578,1661.797241,21.475014,3789.350098,1644.623901,-66.406174,3818.047119,1560.892944,-68.772667,3834.846924,1329.321411,137.494827,3758.608643,1324.312988,182.526413,3766.020508,1331.50769,36.261353,3811.59082,1310.242432,-11.531817
13327,3573.029541,1497.726074,355.250671,3573.638916,1305.02002,340.231049,3566.228271,1077.917725,372.194885,3327.509521,1405.874268,210.644531,3287.533936,1411.895386,308.257324,3317.679443,1452.194946,290.023987,3313.922607,1453.404053,238.268341,3264.734863,1423.349976,267.986694,3288.552246,1456.311523,277.228973,3871.730957,1661.75354,21.496832,3789.339111,1644.592773,-66.40065,3818.043457,1560.850952,-68.776558,3834.856934,1329.317627,137.493927,3758.539307,1324.321655,182.710831,3766.032959,1331.488159,36.240715,3811.612305,1310.225342,-11.593148
13328,3573.0896,1497.67688,355.193878,3573.64502,1304.993164,340.217957,3566.238281,1077.910034,372.192169,3327.59082,1405.882812,210.71106,3287.633301,1411.856812,308.387817,3317.744141,1452.230591,290.180359,3314.045654,1453.523071,238.42601,3264.884766,1423.347046,268.096191,3288.660645,1456.33374,277.325378,3871.722656,1661.714966,21.512806,3789.338623,1644.571289,-66.403755,3818.057617,1560.820923,-68.798233,3834.842773,1329.305908,137.480515,3758.538818,1324.293701,182.572647,3766.030029,1331.479736,36.221336,3811.623779,1310.225098,-11.621082
13329,3573.098389,1497.646484,355.158813,3573.645752,1304.991943,340.211578,3566.22583,1077.893555,372.200806,3327.683838,1405.831787,210.813553,3287.942139,1411.75647,308.502289,3317.896484,1452.270996,290.284698,3314.12793,1453.607666,238.512146,3264.948486,1423.376221,268.216248,3288.774658,1456.371094,277.458038,3871.715332,1661.678467,21.517683,3789.341064,1644.549805,-66.400993,3818.046387,1560.79541,-68.792305,3834.845215,1329.301636,137.478683,3758.584717,1324.269043,182.561188,3766.045898,1331.469116,36.19323,3811.631592,1310.223999,-11.674706
13330,3573.092773,1497.637451,355.172821,3573.654053,1304.97522,340.230286,3566.000732,1077.668945,372.140961,3327.749756,1405.80188,210.855301,3288.124023,1411.908447,308.843842,3317.829834,1452.264038,290.90033,3314.188232,1453.65918,238.58432,3265.062744,1423.393555,268.326477,3289.005615,1456.430664,277.385406,3871.703857,1661.656128,21.525415,3789.323486,1644.530762,-66.392502,3818.04541,1560.782593,-68.793785,3834.846436,1329.281738,137.485336,3758.580566,1324.254639,182.542862,3766.044678,1331.450684,36.176449,3811.627441,1310.21167,-11.683843
13331,3573.097168,1497.634888,355.167633,3573.646729,1304.97522,340.214569,3565.982666,1077.653931,372.169983,3327.810547,1405.799683,210.907593,3288.344482,1411.971191,308.967499,3317.931152,1452.314941,291.02533,3314.252686,1453.713135,238.663483,3265.177002,1423.467285,268.399994,3289.200195,1456.501221,277.19696,3871.689697,1661.654053,21.531273,3789.319824,1644.52771,-66.38681,3818.034668,1560.769531,-68.795143,3834.81543,1329.274658,137.497101,3758.453125,1324.190674,182.717133,3766.014648,1331.453369,36.165588,3811.619629,1310.207153,-11.627577
13332,3573.08252,1497.624146,355.160889,3573.63623,1304.970337,340.258209,3565.986572,1077.650879,372.158142,3327.855469,1405.804077,210.941269,3288.551025,1412.002075,309.052856,3318.051758,1452.37854,291.115417,3314.332275,1453.793945,238.743439,3265.332275,1423.494995,268.670105,3289.412598,1456.608032,277.051758,3871.69458,1661.656982,21.537575,3789.305908,1644.525635,-66.380569,3818.011475,1560.762329,-68.776512,3834.791992,1329.278198,137.517471,3758.467529,1324.256836,182.771698,3765.997803,1331.448853,36.168705,3811.611816,1310.229004,-11.635829
13333,3573.01416,1497.664673,355.24765,3573.633789,1304.977783,340.266937,3565.994629,1077.641968,372.157623,3327.883057,1405.786987,210.986664,3288.821289,1411.956055,309.252289,3318.135498,1452.51709,291.30899,3314.411133,1453.87085,238.797791,3265.48877,1423.551636,268.812103,3289.640625,1456.728882,276.866394,3871.564453,1661.743164,21.592327,3789.295898,1644.521606,-66.369476,3818.00415,1560.800781,-68.766792,3834.766846,1329.254883,137.545853,3758.417725,1324.201782,182.771011,3765.961182,1331.470825,36.176697,3811.567139,1310.232178,-11.572821
13334,3572.961182,1497.565186,355.336792,3573.616699,1304.980713,340.308624,3566.192627,1077.812744,372.227051,3327.89502,1405.801514,211.030426,3289.001465,1411.874756,309.504089,3318.272705,1452.638306,291.474701,3314.586914,1454.051392,238.980072,3265.579102,1423.616455,268.923828,3290.064453,1456.928223,276.977509,3871.552002,1661.794678,21.579218,3789.284668,1644.547607,-66.373413,3817.993408,1560.816162,-68.767738,3834.737549,1329.229736,137.580765,3758.458984,1324.266357,182.784607,3765.944824,1331.48938,36.211056,3811.555176,1310.238892,-11.50434
13335,3572.935303,1497.521118,355.356873,3573.597412,1304.998901,340.313721,3566.019287,1077.646729,372.171722,3327.93335,1405.801147,211.053513,3289.103271,1411.901123,309.60437,3318.63916,1452.704956,291.347015,3314.838623,1454.288696,239.156448,3265.683105,1423.660645,269.055847,3290.247559,1457.054321,276.808838,3871.568115,1661.836182,21.551277,3789.297363,1644.571167,-66.366524,3817.961914,1560.837402,-68.748177,3834.69873,1329.238892,137.59903,3758.489258,1324.28125,182.788574,3765.926025,1331.504883,36.250336,3811.525879,1310.231812,-11.447373
13336,3572.935547,1497.526978,355.354828,3573.570557,1305.023315,340.345734,3566.170166,1077.79187,372.229889,3327.955811,1405.803345,211.08371,3289.295166,1411.920776,309.646362,3318.844482,1452.710449,291.291565,3315.04834,1454.468018,239.26123,3265.76709,1423.733398,269.182587,3290.38623,1457.134644,276.836273,3871.563721,1661.89624,21.50877,3789.295166,1644.59082,-66.363411,3817.942627,1560.874268,-68.735397,3834.665527,1329.226318,137.618286,3758.56543,1324.263794,182.591339,3765.896484,1331.522217,36.28595,3811.51123,1310.245605,-11.429599
13337,3572.900146,1497.595215,355.402985,3573.549072,1305.044678,340.358734,3566.266846,1077.878052,372.241028,3327.989258,1405.804932,211.1194,3289.544922,1411.949219,309.584015,3319.109375,1452.837036,291.243195,3315.217529,1454.591919,239.397491,3265.859863,1423.79187,269.302948,3290.480713,1457.198486,276.912445,3871.570068,1661.94458,21.506969,3789.279541,1644.611206,-66.350044,3817.912598,1560.916138,-68.730789,3834.632812,1329.196167,137.663483,3758.529785,1324.272461,182.744339,3765.858887,1331.541992,36.316513,3811.471191,1310.270996,-11.350463
13338,3572.897217,1497.645264,355.418701,3573.54248,1305.069214,340.367493,3566.287354,1077.883911,372.221161,3328.018311,1405.916016,211.188858,3289.726318,1412.141724,309.46579,3319.206787,1453.000122,291.45871,3315.3479,1454.744995,239.511978,3265.963623,1423.848511,269.405823,3290.54248,1457.304321,277.037292,3871.574219,1661.981689,21.506844,3789.280762,1644.633057,-66.357224,3817.909424,1560.961182,-68.703575,3834.590576,1329.184448,137.699799,3758.513428,1324.297119,182.791016,3765.826904,1331.561401,36.342827,3811.454102,1310.284302,-11.295116
13339,3572.899414,1497.666748,355.429962,3573.518555,1305.092041,340.390411,3566.278809,1077.878174,372.230011,3328.067871,1405.909912,211.216843,3289.932129,1412.206177,309.46994,3319.318359,1453.158936,291.605896,3315.420898,1454.88855,239.569611,3265.956299,1424.031494,269.739838,3290.615479,1457.381592,277.106476,3871.561035,1662.019897,21.487852,3789.271973,1644.660034,-66.355385,3817.906006,1561.01416,-68.709877,3834.567871,1329.194824,137.705185,3758.573486,1324.268188,182.617661,3765.808838,1331.577148,36.357418,3811.441406,1310.272949,-11.279313
13340,3572.903809,1497.675293,355.434784,3573.493652,1305.123901,340.396057,3566.297119,1077.870361,372.221252,3328.152344,1405.95813,211.287094,3290.083008,1412.252563,309.512939,3319.419434,1453.282349,291.724884,3315.518311,1455.072021,239.69017,3266.128906,1424.047729,269.848389,3290.693359,1457.45813,277.150848,3871.561523,1662.036621,21.494337,3789.284668,1644.67749,-66.367058,3817.896484,1561.037964,-68.69635,3834.567139,1329.203125,137.704285,3758.625244,1324.246338,182.568344,3765.796631,1331.596802,36.379219,3811.435303,1310.306152,-11.22267
13341,3572.942139,1497.644775,355.460388,3573.5,1305.152832,340.378479,3566.32666,1077.869141,372.212555,3328.207031,1405.964478,211.336411,3290.210938,1412.293091,309.55661,3319.5,1453.378784,291.830292,3315.586426,1455.194214,239.751236,3266.366211,1424.128784,269.883972,3290.798584,1457.562866,277.243286,3871.568359,1662.067871,21.482441,3789.292969,1644.680664,-66.361824,3817.891846,1561.062012,-68.682739,3834.561279,1329.195923,137.692688,3758.643066,1324.267944,182.546326,3765.800049,1331.598022,36.38279,3811.437744,1310.292358,-11.173949
13342,3572.907715,1497.654541,355.44751,3573.498535,1305.147827,340.401703,3566.321777,1077.894897,372.207611,3328.259521,1405.956177,211.372787,3290.32251,1412.327271,309.605804,3319.601807,1453.463867,291.933105,3315.648193,1455.310303,239.813309,3266.457764,1424.150635,269.977081,3290.894531,1457.63208,277.337097,3871.562256,1662.089355,21.47278,3789.29126,1644.699341,-66.363892,3817.884033,1561.083252,-68.683762,3834.585938,1329.240601,137.659042,3758.64624,1324.272339,182.550446,3765.800781,1331.593628,36.396049,3811.428223,1310.312012,-11.151944
13343,3572.904785,1497.679199,355.431,3573.497314,1305.156372,340.414459,3566.291016,1077.915405,372.204102,3328.299072,1405.956421,211.397781,3290.659912,1412.315796,309.647278,3319.689941,1453.561157,292.02713,3315.689941,1455.431641,239.913986,3266.569336,1424.187256,270.070526,3290.998535,1457.649292,277.481262,3871.558105,1662.088501,21.476957,3789.269531,1644.717529,-66.379387,3817.906982,1561.079956,-68.688408,3834.62207,1329.264648,137.632477,3758.650391,1324.278564,182.54805,3765.80249,1331.597412,36.382263,3811.428955,1310.308838,-11.199241
13344,3572.91333,1497.69043,355.430176,3573.527832,1305.167236,340.366486,3566.30542,1077.900269,372.200714,3328.356934,1405.955811,211.444946,3290.833252,1412.327637,309.688049,3319.774658,1453.640869,292.13858,3315.730469,1455.556152,239.946823,3266.696045,1424.195923,270.170074,3291.111816,1457.658691,277.627014,3871.581299,1662.062988,21.481815,3789.277588,1644.699707,-66.355919,3817.919434,1561.066772,-68.674614,3834.647461,1329.272583,137.61528,3758.649902,1324.289917,182.540085,3765.818115,1331.605225,36.388226,3811.447998,1310.299927,-11.22598
13345,3572.927246,1497.685669,355.418396,3573.509521,1305.130859,340.38382,3566.294189,1077.907227,372.203339,3328.434814,1405.961914,211.474991,3290.970703,1412.345581,309.740814,3319.866699,1453.707031,292.243317,3315.685791,1455.648926,239.970947,3266.814453,1424.208618,270.250549,3291.229248,1457.685547,277.750397,3871.586914,1662.040771,21.486797,3789.306641,1644.697754,-66.371445,3817.919434,1561.050415,-68.686127,3834.684082,1329.28894,137.61116,3758.639404,1324.290039,182.527344,3765.841553,1331.5979,36.378445,3811.452393,1310.321167,-11.220252
13346,3572.935791,1497.682251,355.430237,3573.545166,1305.125122,340.332428,3566.300293,1077.936035,372.195282,3328.500732,1405.983154,211.487442,3291.132568,1412.371338,309.85733,3319.974609,1453.763184,292.349823,3315.69458,1455.744873,240.013977,3266.935791,1424.203613,270.367798,3291.319336,1457.671997,277.889313,3871.597168,1662.017944,21.501926,3789.311279,1644.696777,-66.371582,3817.947754,1561.025879,-68.703873,3834.705566,1329.308838,137.585464,3758.637207,1324.299927,182.509445,3765.877686,1331.592773,36.363232,3811.482666,1310.28772,-11.278776
13347,3572.948486,1497.677246,355.417969,3573.567139,1305.091675,340.325287,3566.302246,1077.926636,372.183044,3328.590332,1405.990723,211.52594,3291.483398,1412.481323,310.14801,3320.082275,1453.79895,292.437073,3315.764893,1455.855835,240.084305,3267.124756,1424.106567,270.354828,3291.412354,1457.645386,278.025208,3871.593994,1661.995361,21.505898,3789.317871,1644.688232,-66.390915,3817.969482,1561.019653,-68.718109,3834.734863,1329.310791,137.562302,3758.625732,1324.301636,182.522354,3765.896484,1331.576782,36.353191,3811.50415,1310.288086,-11.341812
