Frame,pitch_001_X,pitch_001_Y,pitch_001_Z,pitch_002_X,pitch_002_Y,pitch_002_Z,pitch_003_X,pitch_003_Y,pitch_003_Z,right_001_X,right_001_Y,right_001_Z,right_002_X,right_002_Y,right_002_Z,right_003_X,right_003_Y,right_003_Z,right_004_X,right_004_Y,right_004_Z,right_005_X,right_005_Y,right_005_Z,right_006_X,right_006_Y,right_006_Z,webcam_001_X,webcam_001_Y,webcam_001_Z,webcam_002_X,webcam_002_Y,webcam_002_Z,webcam_003_X,webcam_003_Y,webcam_003_Z,zed_pitch_001_X,zed_pitch_001_Y,zed_pitch_001_Z,zed_pitch_002_X,zed_pitch_002_Y,zed_pitch_002_Z,zed_pitch_003_X,zed_pitch_003_Y,zed_pitch_003_Z,zed_pitch_004_X,zed_pitch_004_Y,zed_pitch_004_Z
1797,3573.019043,1497.637451,355.407501,3573.537109,1305.173706,340.859985,3566.4104,1077.583618,372.03894,3228.983643,1451.093018,149.146423,3163.092773,1446.018311,247.091034,3191.176025,1483.421631,224.928528,3195.696045,1472.164795,171.833527,3146.925781,1450.135742,196.154602,3163.270264,1487.468018,205.145294,3871.624268,1661.958984,21.484346,3789.331787,1644.637207,-66.361176,3818.007324,1560.984863,-68.764824,3834.757812,1329.250977,137.718979,3758.546387,1324.345825,182.795273,3765.945312,1331.595459,35.426308,3811.532227,1310.269409,-11.438342
1798,3572.987305,1497.647461,355.379089,3573.559326,1305.143555,340.829407,3566.42334,1077.610107,372.034668,3229.136963,1451.070435,149.145828,3163.273438,1445.998413,247.144958,3191.340576,1483.37439,224.968658,3195.838379,1472.190063,171.837585,3147.070312,1450.121216,196.222763,3163.41626,1487.466064,205.211624,3871.628418,1661.91626,21.502825,3789.34082,1644.61731,-66.373413,3818.038086,1560.950684,-68.759323,3834.787598,1329.246948,137.699326,3758.548584,1324.343994,182.792099,3765.958252,1331.563232,35.397385,3811.554688,1310.238159,-11.489193
1799,3573.020508,1497.595093,355.313202,3573.576416,1305.100098,340.811676,3566.406494,1077.611816,372.035004,3229.299072,1451.082153,149.197723,3163.412109,1445.986206,247.19017,3191.557861,1483.341675,224.979782,3195.999756,1472.202148,171.873886,3147.297852,1450.187256,196.20079,3163.752686,1487.447754,205.259216,3871.624756,1661.887451,21.51227,3789.344238,1644.605469,-66.373146,3818.036133,1560.911987,-68.79258,3834.79248,1329.262329,137.692337,3758.552734,1324.338989,182.790924,3765.969971,1331.526489,35.392677,3811.57373,1310.240967,-11.539493
1800,3573.022217,1497.562622,355.289886,3573.59375,1305.077393,340.775116,3566.397217,1077.622681,372.027191,3229.577637,1451.004272,149.169006,3163.561768,1445.974121,247.209793,3191.716797,1483.300415,225.035706,3196.175781,1472.219727,171.911621,3147.509766,1450.217773,196.392914,3163.895508,1487.441895,205.32489,3871.738037,1661.75647,21.454491,3789.350342,1644.57605,-66.382957,3818.057373,1560.867065,-68.7911,3834.805908,1329.252686,137.675537,3758.535156,1324.321167,182.78923,3766.080078,1331.541382,35.334179,3811.596924,1310.215576,-11.581087
1801,3573.02124,1497.549438,355.294556,3573.61377,1305.056641,340.713745,3566.367188,1077.625122,372.031189,3229.766846,1450.980347,149.196411,3163.666504,1445.926147,247.300919,3191.879395,1483.271606,225.073334,3196.421387,1472.250977,172.039429,3147.651611,1450.176758,196.477936,3164.066895,1487.427734,205.3759,3871.739746,1661.712769,21.481293,3789.334717,1644.560547,-66.393089,3818.064209,1560.81897,-68.808144,3834.817871,1329.254639,137.6651,3758.521729,1324.314819,182.8022,3766.036621,1331.471436,35.394711,3811.610352,1310.19397,-11.603221
1802,3573.012451,1497.544312,355.296722,3573.60791,1305.03125,340.71225,3566.361084,1077.615845,372.023926,3229.928467,1450.947876,149.242294,3163.863525,1445.859131,247.307236,3192.050781,1483.224731,225.134171,3196.558594,1472.264648,172.101105,3147.772705,1450.172241,196.547394,3164.280762,1487.042969,205.183029,3871.729248,1661.695679,21.509872,3789.33667,1644.548462,-66.386673,3818.067627,1560.7948,-68.816994,3834.816162,1329.252319,137.640244,3758.501709,1324.298218,182.79808,3766.103516,1331.491577,35.325321,3811.617432,1310.203369,-11.625574
1803,3573.050781,1497.529297,355.333344,3573.628418,1305.027222,340.688843,3566.12085,1077.419189,371.96814,3230.070801,1450.925415,149.269745,3164.008057,1445.810059,247.353546,3192.255615,1483.205688,225.226059,3196.711914,1472.272461,172.136673,3147.896484,1450.173218,196.616882,3164.373291,1486.879028,205.225723,3871.710693,1661.679199,21.51351,3789.333008,1644.529907,-66.398438,3818.065674,1560.760376,-68.804367,3834.803467,1329.256104,137.610703,3758.42627,1324.208984,182.816986,3766.128418,1331.487061,35.3316,3811.614258,1310.188843,-11.61922
1804,3572.992432,1497.534058,355.294312,3573.630127,1305.013916,340.699036,3566.184326,1077.524414,372.016968,3230.226562,1450.890625,149.323196,3164.352783,1445.646973,247.095688,3192.503906,1483.158936,225.321472,3196.881348,1472.296387,172.162872,3148.032227,1450.172485,196.696365,3164.530518,1486.932861,205.861877,3871.709717,1661.669922,21.520525,3789.319824,1644.538574,-66.424995,3818.036133,1560.735352,-68.811409,3834.789062,1329.245117,137.576279,3758.462891,1324.276001,182.816559,3766.115967,1331.46521,35.351753,3811.600342,1310.187744,-11.627096
1805,3572.973877,1497.533203,355.300476,3573.62085,1305.019531,340.690186,3566.08252,1077.411621,371.955688,3230.369873,1450.859253,149.374771,3164.392822,1445.658691,247.420883,3192.716797,1483.129028,225.354858,3197.163818,1472.380737,172.158508,3148.183105,1450.157227,196.759064,3164.741699,1486.988647,206.039856,3871.705811,1661.684814,21.506187,3789.327637,1644.547607,-66.417175,3818.029541,1560.738159,-68.800064,3834.753906,1329.251831,137.554962,3758.428467,1324.209229,182.789032,3765.996094,1331.421753,35.387669,3811.588379,1310.191284,-11.576313
1806,3572.959717,1497.535278,355.296356,3573.617676,1305.016846,340.71698,3566.060547,1077.391235,371.946655,3230.495361,1450.828003,149.431366,3164.736328,1445.531982,247.190155,3192.960205,1483.107056,225.391037,3197.343506,1472.383301,172.166229,3148.323975,1450.169434,196.813126,3165.269287,1487.125122,205.929993,3871.687988,1661.712891,21.506866,3789.319824,1644.557739,-66.420319,3818.034912,1560.719849,-68.830803,3834.731689,1329.260742,137.545319,3758.481689,1324.285522,182.80452,3766.043213,1331.468384,35.317657,3811.584717,1310.207764,-11.598886
1807,3572.960205,1497.540771,355.306274,3573.590576,1305.043457,340.745972,3566.06665,1077.392334,371.962799,3230.686279,1450.761841,149.52034,3164.913818,1445.491821,247.217453,3193.569336,1483.214233,225.331757,3197.485596,1472.268677,172.375397,3148.476318,1450.167969,196.878494,3165.468994,1487.141235,205.979187,3871.697998,1661.710693,21.518026,3789.32666,1644.57312,-66.424881,3818.035156,1560.731567,-68.826828,3834.721924,1329.262695,137.564285,3758.491211,1324.2948,182.79007,3765.962646,1331.444824,35.40712,3811.562012,1310.19751,-11.561212
1808,3572.966309,1497.544556,355.313293,3573.568848,1305.078125,340.775482,3566.076172,1077.403198,371.943207,3230.885742,1450.721558,149.578751,3165.053955,1445.445801,247.27301,3193.556885,1483.118896,225.689148,3197.736572,1472.237305,172.604828,3148.755371,1450.104126,196.942688,3165.63208,1487.11377,206.053711,3871.541016,1661.806763,21.572445,3789.329346,1644.595215,-66.428688,3818.019531,1560.757324,-68.808937,3834.684814,1329.269775,137.577179,3758.401123,1324.216919,182.781891,3766.012207,1331.507935,35.370552,3811.540771,1310.202271,-11.515275
1809,3573.004639,1497.545166,355.360657,3573.559326,1305.112061,340.799103,3566.225098,1077.547607,371.997345,3231.294922,1450.512573,149.743027,3165.546143,1445.530151,247.653854,3194.192871,1483.224854,225.142105,3197.970703,1472.170288,172.784164,3149.11377,1450.181396,196.892456,3165.636475,1487.237549,206.364517,3871.541992,1661.87793,21.570141,3789.318604,1644.620239,-66.41951,3818.001465,1560.807373,-68.803665,3834.644043,1329.265259,137.591995,3758.436768,1324.290649,182.813568,3765.924072,1331.515503,35.462379,3811.505615,1310.226929,-11.486442
1810,3572.964355,1497.576172,355.326843,3573.554688,1305.132935,340.838531,3566.335205,1077.630737,371.98407,3231.560791,1450.460083,149.831573,3165.815674,1445.569458,247.744171,3194.396729,1483.204346,225.177689,3198.166016,1472.188599,172.84935,3149.390137,1450.22644,196.9664,3165.799072,1487.273315,206.470428,3871.547363,1661.931152,21.521778,3789.302002,1644.65625,-66.421272,3817.9729,1560.845093,-68.798332,3834.594971,1329.257446,137.610809,3758.478271,1324.330811,182.78299,3765.898682,1331.530273,35.432278,3811.489502,1310.245483,-11.404928
1811,3572.971436,1497.591431,355.326477,3573.52832,1305.158569,340.882812,3566.35791,1077.638184,372.005493,3231.718506,1450.410522,149.894745,3166.026855,1445.546997,247.822159,3194.653809,1482.927612,225.538391,3198.405762,1472.207642,172.920853,3149.659912,1450.114502,197.145691,3166.002441,1487.251221,206.584442,3871.573975,1661.976562,21.514141,3789.303467,1644.673706,-66.416718,3817.9729,1560.873169,-68.795021,3834.573975,1329.259888,137.641266,3758.495605,1324.33667,182.79361,3765.854004,1331.55603,35.425182,3811.4646,1310.255615,-11.337188
1812,3572.974121,1497.605225,355.335876,3573.485352,1305.189575,340.940948,3566.3396,1077.6073,371.999298,3231.861572,1450.358643,149.95224,3166.200439,1445.530151,247.906311,3194.921143,1482.803833,225.624039,3198.628418,1472.218262,172.983765,3149.875977,1450.116943,197.233582,3166.206787,1487.233643,206.641159,3871.569092,1662.004639,21.497913,3789.283691,1644.682983,-66.403511,3817.9104,1560.938721,-68.7314,3834.576904,1329.274048,137.654755,3758.494629,1324.340576,182.793915,3765.838867,1331.592651,35.441929,3811.436523,1310.269775,-11.312464
1813,3572.972656,1497.601807,355.33548,3573.477783,1305.208984,340.993011,3566.309814,1077.58252,372.002014,3232.078369,1450.099121,150.081818,3166.428223,1445.510254,247.993347,3195.204346,1482.790771,225.699646,3198.96167,1472.182861,173.057327,3150.047119,1450.116455,197.333664,3166.405518,1487.219971,206.695862,3871.56543,1662.021973,21.490465,3789.297607,1644.687256,-66.398689,3817.947266,1560.956299,-68.761978,3834.586182,1329.279297,137.665573,3758.496582,1324.342163,182.79599,3765.844971,1331.624634,35.435455,3811.44458,1310.297241,-11.288541
1814,3572.984131,1497.62439,355.411102,3573.48291,1305.225342,341.018158,3566.359619,1077.597168,371.973022,3232.352051,1450.014526,150.111832,3166.669678,1445.532471,248.092438,3195.450195,1482.754761,225.775772,3199.172119,1472.168091,173.126892,3150.205811,1450.120117,197.413406,3166.760498,1487.178467,206.756271,3871.556396,1662.040405,21.490932,3789.298096,1644.699951,-66.388458,3817.904297,1561.010742,-68.710121,3834.569336,1329.23938,137.714798,3758.523438,1324.343872,182.798019,3765.842529,1331.662598,35.464062,3811.424072,1310.296265,-11.251623
1815,3572.941162,1497.659302,355.390137,3573.477051,1305.230103,341.027039,3566.376709,1077.583008,371.99765,3232.616211,1449.983521,150.218231,3166.893311,1445.515259,248.207886,3195.70752,1482.722778,225.865356,3199.394531,1472.165161,173.204208,3150.375244,1450.128174,197.510712,3166.99585,1487.159668,206.886597,3871.571533,1662.068848,21.475273,3789.273438,1644.704956,-66.394905,3817.895264,1561.042847,-68.695816,3834.566895,1329.263794,137.70845,3758.515625,1324.349121,182.799347,3765.84375,1331.676025,35.46302,3811.420654,1310.319092,-11.22576
1816,3572.940674,1497.68396,355.383545,3573.461182,1305.240356,341.045746,3566.395508,1077.577026,371.992615,3232.790527,1449.923828,150.312256,3167.089355,1445.514526,248.27681,3195.962402,1482.689697,225.959427,3199.645996,1472.008911,173.32196,3150.630859,1450.121582,197.64212,3167.241455,1487.116943,206.918106,3871.584229,1662.04834,21.468594,3789.295166,1644.694946,-66.367249,3817.890137,1561.056396,-68.690422,3834.59375,1329.261475,137.7005,3758.513428,1324.353027,182.80658,3765.849365,1331.678345,35.458424,3811.439209,1310.320557,-11.211667
1817,3572.944092,1497.671753,355.382172,3573.459717,1305.254272,341.015503,3566.398926,1077.575562,371.973755,3232.950195,1449.860718,150.357025,3167.388428,1445.435669,248.356384,3196.256348,1482.662598,226.04953,3199.888672,1471.949463,173.389267,3150.797363,1450.113403,197.758362,3167.638672,1487.058594,206.99353,3871.581787,1662.062744,21.453392,3789.300537,1644.687378,-66.371124,3817.916992,1561.055176,-68.701599,3834.634766,1329.263794,137.708221,3758.526367,1324.360352,182.807495,3765.805908,1331.590698,35.419636,3811.446533,1310.338989,-11.22829
1818,3572.959229,1497.664673,355.383698,3573.473877,1305.237915,341.001434,3566.396484,1077.570679,372.002136,3233.105957,1449.794556,150.422623,3167.569336,1445.373657,248.450134,3196.529053,1482.580688,226.134521,3200.092529,1471.917236,173.452393,3150.990967,1450.092285,197.869843,3168.016357,1486.963013,207.23793,3871.600098,1662.042847,21.458191,3789.285889,1644.679321,-66.361671,3817.92749,1561.07373,-68.714523,3834.675537,1329.271362,137.695709,3758.539307,1324.355103,182.807358,3765.844727,1331.658569,35.433212,3811.475098,1310.316528,-11.262606
1819,3572.97168,1497.664795,355.382721,3573.492676,1305.207886,340.990356,3566.405029,1077.573486,371.992645,3233.271484,1449.706055,150.516891,3167.731934,1445.326416,248.526169,3196.76709,1482.333984,226.483124,3200.304932,1471.87146,173.543808,3151.197021,1450.083862,197.98465,3168.373291,1486.66394,206.991913,3871.600586,1662.050659,21.454062,3789.30957,1644.677734,-66.36541,3817.941162,1561.065308,-68.714035,3834.716064,1329.263916,137.692169,3758.536865,1324.342896,182.802399,3765.897461,1331.667603,35.439713,3811.474121,1310.319336,-11.303895
1820,3572.972412,1497.663574,355.38797,3573.519531,1305.174072,340.975342,3566.400635,1077.554199,372.012421,3233.437256,1449.681519,150.734192,3167.886963,1445.260986,248.689087,3197.05127,1482.20752,226.610626,3200.552246,1471.84082,173.66507,3151.413086,1450.026367,198.09726,3168.677246,1486.342651,207.077759,3871.625977,1662.01062,21.471668,3789.316162,1644.666016,-66.359756,3817.964111,1561.042236,-68.726265,3834.744141,1329.257202,137.691696,3758.539307,1324.345825,182.805542,3765.917725,1331.643799,35.468426,3811.48877,1310.295044,-11.323504
1821,3572.984619,1497.656128,355.374695,3573.532715,1305.173218,340.931641,3566.405273,1077.557983,372.013824,3233.62085,1449.627563,150.85556,3168.059814,1445.199219,248.797882,3197.437012,1482.128052,226.725235,3200.792969,1471.819946,173.760635,3151.852295,1449.982544,198.11676,3168.804688,1486.4375,207.328812,3871.616943,1661.984619,21.471239,3789.336426,1644.631714,-66.355232,3817.992188,1561.010376,-68.744354,3834.774902,1329.257935,137.694427,3758.551758,1324.329712,182.78801,3765.94751,1331.611328,35.451084,3811.532715,1310.283813,-11.378593
1822,3573.028564,1497.602661,355.313538,3573.54834,1305.142334,340.880066,3566.410156,1077.562256,372.016052,3233.850586,1449.522217,150.894882,3168.232422,1445.146606,248.937744,3197.69458,1482.070923,226.881546,3201.175781,1471.886841,174.013672,3152.129639,1449.958862,198.237503,3169.043701,1486.560791,207.520355,3871.621582,1661.957275,21.4643,3789.352051,1644.627075,-66.357941,3818.012207,1560.983276,-68.757507,3834.794678,1329.252808,137.695511,3758.539551,1324.329834,182.794739,3765.961182,1331.578735,35.444828,3811.540283,1310.265991,-11.429461
1823,3572.986328,1497.616089,355.348145,3573.567871,1305.118774,340.85498,3566.423096,1077.580811,372.034668,3234.07666,1449.448364,150.931854,3168.691895,1445.213867,249.40152,3197.898926,1481.981689,227.011917,3201.310059,1471.863647,174.307114,3152.458496,1449.922852,198.36557,3169.293701,1486.417847,207.779099,3871.64209,1661.94043,21.472366,3789.342773,1644.605835,-66.360634,3818.025635,1560.937256,-68.773109,3834.813965,1329.256104,137.689346,3758.505371,1324.327759,182.805481,3765.979248,1331.561035,35.435596,3811.560303,1310.253418,-11.487023
1824,3572.978516,1497.623291,355.366058,3573.597412,1305.087158,340.821625,3566.398682,1077.57605,372.008606,3234.333984,1449.447144,151.166443,3168.980225,1445.185425,249.560364,3197.861572,1481.843018,227.633743,3201.608643,1471.813843,174.414932,3152.710205,1449.98877,198.501907,3169.529297,1486.398315,208.10524,3871.762207,1661.809692,21.40917,3789.359619,1644.580444,-66.361115,3818.020508,1560.893188,-68.775055,3834.818604,1329.239624,137.680374,3758.528564,1324.332275,182.803543,3765.984619,1331.531006,35.423599,3811.593506,1310.252441,-11.565001
1825,3573.031494,1497.562988,355.300659,3573.612793,1305.055298,340.789062,3566.391602,1077.576172,372.019409,3234.542236,1449.404907,151.286636,3169.11377,1444.924927,249.743408,3198.026123,1481.667603,228.003143,3201.818848,1471.810669,174.521561,3152.925537,1449.915161,198.739105,3169.775391,1486.412354,208.252686,3871.750488,1661.738525,21.44523,3789.333984,1644.556519,-66.371948,3818.047363,1560.869507,-68.797691,3834.823486,1329.232666,137.67514,3758.533936,1324.30603,182.80275,3765.988281,1331.494019,35.412857,3811.602051,1310.232056,-11.583817
1826,3573.075928,1497.521484,355.317047,3573.600098,1305.03833,340.768494,3566.392822,1077.566284,372.033966,3234.812256,1449.31311,151.38179,3169.534424,1444.806641,249.904205,3198.278564,1481.583618,228.169388,3202.141846,1471.904663,174.585815,3153.17749,1450.000488,198.816635,3170.093506,1486.489136,208.349258,3871.727051,1661.713501,21.472618,3789.343506,1644.543701,-66.383789,3818.057861,1560.827271,-68.809219,3834.834229,1329.237061,137.662796,3758.504395,1324.29187,182.818726,3765.978027,1331.45459,35.40181,3811.619873,1310.217285,-11.591964
1827,3573.019287,1497.532104,355.288544,3573.612305,1305.018799,340.755981,3566.374756,1077.577271,372.03479,3235.026611,1449.266235,151.484528,3169.73291,1444.804321,250.07341,3198.615723,1481.539062,228.27359,3202.516113,1471.796753,174.776276,3153.426758,1450.034546,199.026093,3170.337646,1486.487549,208.502625,3871.726074,1661.682129,21.488783,3789.331543,1644.528076,-66.37323,3818.049072,1560.804199,-68.805214,3834.835693,1329.233398,137.656906,3758.493652,1324.29187,182.823959,3765.980225,1331.436523,35.395866,3811.618164,1310.209229,-11.663207
1828,3573.040039,1497.520386,355.326355,3573.612549,1305.009521,340.74881,3566.362793,1077.58667,372.034058,3235.293213,1449.346069,151.624695,3169.94873,1444.740112,250.173477,3198.911133,1481.520142,228.378845,3202.720947,1471.806152,174.881485,3153.577881,1450.058472,199.16716,3170.853516,1486.391235,208.538483,3871.709473,1661.679565,21.50032,3789.326172,1644.522705,-66.384392,3818.041504,1560.759888,-68.814438,3834.823486,1329.237427,137.638916,3758.480469,1324.273193,182.834961,3765.961182,1331.413818,35.384247,3811.606689,1310.209717,-11.611586
1829,3573.006348,1497.523071,355.312439,3573.602539,1305.013184,340.745331,3566.354736,1077.594849,372.043732,3235.524414,1449.306519,151.741364,3170.245361,1444.626343,250.464493,3199.21167,1481.506836,228.49939,3202.894043,1471.805908,174.99469,3153.753174,1450.034424,199.313278,3171.208496,1486.351929,208.77948,3871.70166,1661.675415,21.50375,3789.301514,1644.526489,-66.409042,3818.037354,1560.741821,-68.813332,3834.807373,1329.241699,137.626968,3758.467041,1324.273438,182.841415,3765.963867,1331.40625,35.381817,3811.593506,1310.203369,-11.577533
1830,3572.981934,1497.521973,355.309906,3573.595215,1305.01416,340.72052,3566.109375,1077.390015,371.978668,3235.659668,1449.276978,151.849442,3170.671875,1444.296143,250.413834,3199.757324,1481.583252,228.583252,3203.060791,1471.794556,175.102829,3153.864258,1450.046387,199.620392,3171.468506,1486.227905,208.868088,3871.679199,1661.670288,21.52928,3789.311035,1644.534668,-66.408638,3818.014648,1560.747314,-68.793884,3834.772461,1329.23584,137.619797,3758.397217,1324.191406,182.838699,3765.950928,1331.416016,35.391758,3811.581055,1310.193726,-11.600752
1831,3573.024658,1497.520264,355.35144,3573.581299,1305.032227,340.759857,3566.054688,1077.375977,371.978119,3235.696045,1449.204956,152.0242,3170.807129,1444.21936,250.507629,3200.025635,1481.581177,228.704987,3203.203125,1471.80249,175.200272,3153.990234,1450.060913,199.776276,3171.742432,1486.08313,208.998688,3871.668457,1661.712036,21.512468,3789.313721,1644.55249,-66.41124,3817.980469,1560.755615,-68.774483,3834.726318,1329.244507,137.616058,3758.458252,1324.272095,182.847977,3765.941162,1331.431763,35.4119,3811.55835,1310.184082,-11.551682
1832,3572.978271,1497.546997,355.328766,3573.568604,1305.062012,340.800537,3566.036865,1077.374756,371.971771,3235.825684,1449.078979,152.101974,3170.998779,1444.175659,250.626328,3200.224854,1481.55835,228.841949,3203.35083,1471.804321,175.327026,3154.202637,1449.803833,200.08461,3171.708496,1486.310303,209.643478,3871.546631,1661.83728,21.568865,3789.306152,1644.572021,-66.401886,3817.965576,1560.784912,-68.76001,3834.700195,1329.243896,137.630478,3758.453613,1324.289429,182.835571,3765.909912,1331.452271,35.419895,3811.537842,1310.213745,-11.508413
1833,3572.955566,1497.558716,355.322205,3573.568848,1305.084961,340.863983,3566.211914,1077.535522,372.029907,3236.090332,1449.029907,152.25528,3171.209961,1444.102051,250.70018,3200.412598,1481.543945,228.953796,3203.540039,1471.840576,175.463165,3154.383057,1449.766602,200.243301,3171.919678,1486.572266,209.889465,3871.55957,1661.863281,21.553986,3789.294189,1644.59314,-66.388382,3817.975342,1560.796143,-68.801163,3834.652344,1329.24646,137.634674,3758.446289,1324.304565,182.85611,3765.898682,1331.485352,35.439438,3811.508789,1310.223511,-11.441623
1834,3572.911377,1497.627563,355.388245,3573.54248,1305.123169,340.876404,3566.313477,1077.61853,372.025543,3236.284424,1448.996948,152.351303,3171.384033,1444.101807,250.870499,3200.592529,1481.526367,229.070053,3203.711914,1471.875488,175.58754,3154.535645,1449.845459,200.366302,3171.749268,1486.50415,210.62204,3871.548828,1661.914185,21.546829,3789.283447,1644.62207,-66.403061,3817.941162,1560.842285,-68.736824,3834.618408,1329.263062,137.644913,3758.437012,1324.307983,182.834335,3765.876465,1331.51416,35.439598,3811.517334,1310.234619,-11.380949
1835,3572.925293,1497.662598,355.400299,3573.503418,1305.147949,340.913391,3566.337158,1077.625488,372.020142,3236.403076,1448.957153,152.420456,3171.818848,1444.226929,251.081619,3200.796875,1481.485229,229.219864,3203.89209,1471.89502,175.707779,3154.83252,1449.947144,200.437866,3172.040039,1486.423218,210.775711,3871.539062,1661.959229,21.538778,3789.289307,1644.656982,-66.406227,3817.962158,1560.862915,-68.780235,3834.609863,1329.262695,137.667694,3758.466309,1324.322998,182.834961,3765.868164,1331.53064,35.452682,3811.466553,1310.245483,-11.350678
1836,3572.956299,1497.659546,355.424683,3573.462402,1305.174927,340.951904,3566.356689,1077.61377,372.022156,3236.500244,1448.928955,152.460037,3172.104736,1444.256226,251.230804,3201.309326,1481.487061,228.856628,3204.062988,1471.896729,175.830933,3155.122803,1450.021973,200.589935,3172.258545,1486.443481,210.898743,3871.546387,1661.981812,21.514023,3789.285156,1644.680908,-66.408279,3817.9646,1560.90271,-68.776794,3834.600586,1329.271606,137.674957,3758.458496,1324.334595,182.823914,3765.852783,1331.566284,35.451874,3811.447266,1310.264893,-11.286963
1837,3572.928467,1497.672729,355.406006,3573.467041,1305.201782,340.982483,3566.354492,1077.611084,371.998108,3236.612061,1448.89209,152.527008,3172.330811,1444.224976,251.358444,3201.576904,1481.476562,228.933182,3204.266602,1471.886108,176.071182,3155.327148,1449.901123,200.829636,3172.57959,1486.512939,210.947906,3871.551025,1661.993652,21.50979,3789.268555,1644.68457,-66.39682,3817.938477,1560.931519,-68.740685,3834.590332,1329.277832,137.671356,3758.466309,1324.34668,182.821396,3765.849854,1331.605835,35.461544,3811.425049,1310.275146,-11.269789
1838,3572.922607,1497.685059,355.409363,3573.4646,1305.217773,341.033875,3566.339844,1077.588623,372.006195,3236.716797,1448.865479,152.593643,3172.495361,1444.209595,251.440643,3201.696777,1481.072632,229.638977,3204.512207,1471.853638,176.196732,3155.541748,1449.891968,200.966064,3172.803955,1486.529907,211.039368,3871.548828,1662.037842,21.498018,3789.283447,1644.707031,-66.39637,3817.915283,1560.976562,-68.750366,3834.580322,1329.279297,137.674942,3758.479004,1324.356812,182.819687,3765.849121,1331.646484,35.470715,3811.429443,1310.285889,-11.222427
1839,3572.93457,1497.69812,355.404877,3573.469482,1305.23938,341.058319,3566.3396,1077.598755,371.993378,3236.854004,1448.810303,152.66304,3172.704834,1444.193359,251.560181,3201.955322,1480.957275,229.720108,3204.714111,1471.824219,176.304153,3155.697754,1449.93335,201.13327,3173.145264,1486.540894,211.076981,3871.541016,1662.064819,21.498293,3789.291504,1644.718994,-66.391808,3817.888916,1561.035278,-68.697731,3834.577881,1329.282593,137.68573,3758.481201,1324.359009,182.806061,3765.7854,1331.588013,35.43177,3811.412598,1310.288574,-11.207527
1840,3572.937256,1497.697632,355.41217,3573.457275,1305.249268,341.057465,3566.352783,1077.608032,371.990265,3236.913086,1448.738037,152.722641,3173.12085,1444.06311,251.796417,3202.20752,1480.917114,229.801086,3204.878418,1471.805664,176.391098,3155.814941,1449.954346,201.258423,3173.481445,1486.550903,211.338272,3871.565674,1662.083252,21.471413,3789.280762,1644.714966,-66.376366,3817.889648,1561.062378,-68.687439,3834.592529,1329.285278,137.686768,3758.515381,1324.365601,182.800125,3765.845947,1331.607544,35.389599,3811.426025,1310.313477,-11.253152
1841,3572.930908,1497.686523,355.406036,3573.468506,1305.242798,341.046753,3566.352539,1077.608032,372.01358,3237.039795,1448.719116,152.774857,3173.273682,1444.050903,251.867828,3202.48999,1480.912964,229.876312,3205.026855,1471.824585,176.516281,3155.94458,1449.952271,201.365646,3173.653564,1486.525269,211.460434,3871.574219,1662.058228,21.469593,3789.278809,1644.703613,-66.37397,3817.893311,1561.065796,-68.701309,3834.601807,1329.286133,137.692444,3758.520264,1324.366333,182.776932,3765.800049,1331.589844,35.438099,3811.437744,1310.305176,-11.212493
1842,3572.950684,1497.678711,355.412048,3573.497803,1305.235718,341.032654,3566.377686,1077.608887,371.989105,3237.180664,1448.679321,152.829437,3173.422119,1444.040894,251.971848,3202.830322,1480.89856,229.935333,3205.269775,1471.895142,176.769394,3156.095215,1449.94873,201.470886,3173.848633,1486.511963,211.551483,3871.570068,1662.037109,21.496443,3789.295654,1644.700195,-66.380371,3817.91748,1561.060669,-68.689438,3834.643066,1329.288086,137.68367,3758.541504,1324.375854,182.78537,3765.80127,1331.587158,35.439678,3811.464844,1310.306763,-11.291417
1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,3572.966064,1497.662964,355.406586,3573.523193,1305.19751,340.997437,3566.423096,1077.616943,371.985565,3237.523682,1448.540161,152.909866,3173.76709,1444.002075,252.136383,3203.408691,1480.829956,230.062607,3205.454102,1471.759644,176.995819,3156.428467,1449.92981,201.691757,3174.29834,1486.474976,211.665039,3871.596436,1662.006226,21.489426,3789.306641,1644.682861,-66.370743,3817.952881,1561.035156,-68.722794,3834.729248,1329.296021,137.683868,3758.539062,1324.368408,182.763321,3765.835205,1331.571777,35.434784,3811.515137,1310.312866,-11.351064
1845,3572.961182,1497.652588,355.39917,3573.539062,1305.183228,340.970459,3566.431152,1077.635742,371.99588,3237.672363,1448.491211,152.970947,3173.925049,1443.965698,252.220093,3203.577393,1480.748657,230.166138,3205.669189,1471.732544,177.04599,3156.654297,1449.833374,201.754135,3174.515625,1486.398926,211.756958,3871.599609,1661.985474,21.484537,3789.312744,1644.656006,-66.357765,3817.963135,1561.020996,-68.733589,3834.750977,1329.286621,137.671265,3758.514404,1324.372437,182.785065,3765.864502,1331.553955,35.444046,3811.528076,1310.290405,-11.377218
